12341	2123	0.832	1520733366
12341	2939	0.2	1457261934
21235	2329	-0.8	1448432918
12341	2940	-0.075	1520733366
12341	2941	0.6	1520733366
12341	2942	0.278	1520733366
12341	2943	-0.706	1520733366
12341	2944	0.781	1520733366
12341	2945	-0.114	1520733366
12341	2946	-0.048	1520733366
12341	2947	-0.033	1520733366
12341	2948	0.054	1520733366
12341	2949	-0.219	1520733366
12341	2950	0.392	1520733366
12341	2951	-0.382	1520733366
12341	2952	0.443	1520733366
12341	2953	0.181	1520733366
12341	2954	-0.747	1520733366
12341	2955	-0.93	1520733366
12341	2956	0.558	1520733366
12341	2957	0.367	1520733366
12341	2958	0.504	1520733366
12341	2959	-0.661	1520733366
12341	2960	-0.528	1520733366
12341	2961	-0.246	1520733366
12341	2962	0.538	1520733366
12341	2963	0.318	1520733366
12341	2964	-0.926	1520733366
12341	2965	0.72	1520733366
12341	2966	0.661	1520733366
12341	2967	0.846	1520733366
12341	2968	0.029	1520733366
12341	2969	0.871	1520733366
12341	2970	-0.214	1520733366
12341	2971	-0.241	1520733366
12341	2972	0.988	1520733366
12341	2973	-0.854	1520733366
12341	2974	0.915	1520733366
12341	2975	0.204	1520733366
12341	2976	-0.289	1520733366
12341	2977	0.41	1520733366
12341	2978	-0.331	1520733366
12341	2979	-0.72	1520733366
12341	2980	0.422	1520733366
12341	2981	0.602	1520733366
12341	2982	-0.494	1520733366
12341	2983	-0.319	1520733366
12341	2984	0.272	1520733366
12341	2985	-0.161	1520733366
12341	2986	0.44	1520733366
12341	2987	0.096	1520733366
12341	2988	-0.627	1520733366
12341	2989	0.446	1520733366
12341	2990	-0.904	1520733366
12341	2991	-0.71	1520733366
12341	2992	0.788	1520733366
12341	2993	0.955	1520733366
12341	2994	-0.985	1520733366
12341	2995	-0.44	1520733366
12341	2996	-0.126	1520733366
12341	2997	0.779	1520733366
12341	2998	0.451	1520733366
12341	2999	-0.068	1520733366
12341	3000	-0.078	1520733366
12341	3001	-0.463	1520733366
12341	3002	0.679	1520733366
12341	3003	0.842	1520733366
12341	3004	0.053	1520733366
12341	3005	0.193	1520733366
12341	3006	-0.035	1520733366
12341	3007	-0.859	1520733366
12341	3008	0.037	1520733366
12341	3009	-0.879	1520733366
12341	3010	0.88	1520733366
12341	3011	-0.247	1520733366
12341	3012	0.173	1520733366
12341	3013	0.245	1520733366
12341	3014	-0.872	1520733366
12341	3015	0.618	1520733366
12341	3016	-0.642	1520733366
12341	3017	0.103	1520733366
12341	3018	-0.077	1520733366
12341	3019	-0.107	1520733366
12341	3020	-0.287	1520733366
12341	3021	-0.082	1520733366
12341	3022	0.277	1520733366
12341	3023	0.265	1520733366
12341	3024	0.311	1520733366
12341	3025	0.66	1520733366
12341	3026	0.405	1520733366
12341	3027	-0.428	1520733366
12341	3028	-0.096	1520733366
12341	3029	-0.174	1520733366
12341	3030	0.739	1520733366
12341	3031	0.678	1520733366
12341	3032	-0.773	1520733366
12341	3033	0.204	1520733366
12341	3034	-0.962	1520733366
12341	3035	0.002	1520733366
12341	3036	-0.169	1520733366
12341	3037	-0.566	1520733366
12341	3038	0.81	1520733366
12341	3039	-0.604	1520733366
12341	3040	-0.335	1520733366
12341	3041	0.165	1520733366
12341	3042	0.718	1520733366
12341	3043	-0.646	1520733366
12341	3044	0.58	1520733366
12341	3045	0.862	1520733366
12341	3046	-0.595	1520733366
12341	3047	-0.878	1520733366
12341	3048	-0.501	1520733366
12341	3049	-0.72	1520733366
12341	3050	-0.143	1520733366
12341	3051	0.283	1520733366
12341	3052	0.126	1520733366
12341	3053	-0.821	1520733366
12341	3054	-0.095	1520733366
12341	3055	-0.597	1520733366
12341	3056	-0.005	1520733366
12341	3057	-0.791	1520733366
12341	3058	0.13	1520733366
12341	3059	-0.637	1520733366
12341	3060	-0.391	1520733366
12341	3061	-0.544	1520733366
12341	3062	-0.639	1520733366
12341	3063	0.706	1520733366
12341	3064	0.868	1520733366
12341	3065	-0.607	1520733366
12341	3066	-0.414	1520733366
12341	3067	0.863	1520733366
12341	3068	0.019	1520733366
12341	3069	0.048	1520733366
12341	3070	-0.21	1520733366
12341	3071	-0.595	1520733366
12341	3072	-0.671	1520733366
12341	3073	-0.591	1520733366
12341	3074	-0.923	1520733366
12341	3075	-0.082	1520733366
12341	3076	0.09	1520733366
12341	3077	-0.73	1520733366
12341	3078	0.064	1520733366
12341	3079	0.629	1520733366
12341	3080	0.041	1520733366
12341	3081	-0.594	1520733366
12341	3082	-0.744	1520733366
12341	3083	0.202	1520733366
12341	3084	0.489	1520733366
12341	3085	-0.578	1520733366
12341	3086	-0.356	1520733366
12341	3087	0.295	1520733366
12341	3088	-0.783	1520733366
12341	3089	0.112	1520733366
12341	3090	-0.166	1520733366
12341	3091	0.932	1520733366
12341	3092	-0.942	1520733366
12341	3093	0.986	1520733366
12341	3094	-0.689	1520733366
12341	3095	-0.562	1520733366
12341	3096	-0.478	1520733366
12341	3097	0.594	1520733366
12341	3098	-0.245	1520733366
12341	3099	0.789	1520733366
12341	3100	0.767	1520733366
12341	3101	0.001	1520733366
12341	3102	0.871	1520733366
12341	3103	0.445	1520733366
12341	3104	-0.411	1520733366
12341	3105	0.219	1520733366
12341	3106	-0.333	1520733366
12341	3107	-0.192	1520733366
12341	3108	0.596	1520733366
12341	3109	-0.107	1520733366
12341	3110	0.681	1520733366
12341	3111	-0.803	1520733366
12341	3112	-0.543	1520733366
12341	3113	-0.342	1520733366
12341	3114	0.372	1520733366
12341	3115	-0.959	1520733366
12341	3116	0.28	1520733366
12341	3117	-0.612	1520733366
12341	3118	0.739	1520733366
12341	3119	-0.263	1520733366
12341	3120	-0.394	1520733366
12341	3121	-0.888	1520733366
12341	3122	0.286	1520733366
12341	3123	0.926	1520733366
12341	3124	0.998	1520733366
12341	3125	0.225	1520733366
12341	3126	-0.128	1520733366
12341	3127	0.428	1520733366
12341	3128	0.918	1520733366
12341	3129	-0.813	1520733366
12341	3130	-0.624	1520733366
12341	3131	0.618	1520733366
12341	3132	0.012	1520733366
12341	3133	-0.981	1520733366
12341	3134	-0.765	1520733366
12341	3135	0.169	1520733366
12341	3136	-0.302	1520733366
12341	3137	0.098	1520733366
12341	3138	0.041	1520733366
12341	3139	-0.449	1520733366
12341	3140	-0.141	1520733366
12341	3141	-0.603	1520733366
12341	3142	0.207	1520733366
12341	3143	-0.386	1520733366
12341	3144	-0.072	1520733366
12341	3145	0.483	1520733366
12341	3146	-0.209	1520733366
12341	3147	0.911	1520733366
12341	3148	0.175	1520733366
12341	3149	0.504	1520733366
12341	3150	-0.738	1520733366
12341	3151	0.859	1520733366
12341	3152	-0.576	1520733366
12341	3153	0.139	1520733366
12341	3154	-0.178	1520733366
12341	3155	0.958	1520733366
12341	3156	0.93	1520733366
12341	3157	-0.731	1520733366
12341	3158	-0.027	1520733366
12341	3159	-0.431	1520733366
12341	3160	0.439	1520733366
12341	3161	-0.596	1520733366
12341	3162	-0.964	1520733366
12341	3163	0.863	1520733366
12341	3164	0.152	1520733366
12341	3165	-0.732	1520733366
12341	3166	0.843	1520733366
12341	3167	0.711	1520733366
12341	3168	-0.492	1520733366
12341	3169	0.359	1520733366
12341	3170	-0.996	1520733366
12341	3171	-0.559	1520733366
12341	3172	-0.025	1520733366
12341	3173	-0.063	1520733366
12341	3174	-0.99	1520733366
12341	3175	-0.625	1520733366
12341	3176	-0.246	1520733366
12341	3177	-0.493	1520733366
12341	3178	-0.849	1520733366
12341	3179	0.87	1520733366
12341	3180	-0.943	1520733366
12341	3181	-0.759	1520733366
12341	3182	0.004	1520733366
12341	3183	-0.378	1520733366
12341	3184	-0.172	1520733366
12341	3185	-0.93	1520733366
12341	3186	-0.802	1520733366
12341	3187	0.52	1520733366
12341	3188	-0.208	1520733366
12341	3189	0.545	1520733366
12341	3190	-0.945	1520733366
12341	3191	0.335	1520733366
12341	3192	-0.524	1520733366
12341	3193	0.009	1520733366
12341	3194	-0.141	1520733366
12341	3195	-0.878	1520733366
12341	3196	0.228	1520733366
12341	3197	0.241	1520733366
12341	3198	0.324	1520733366
12341	3199	0.883	1520733366
12341	3200	-0.677	1520733366
12341	3201	-0.959	1520733366
12341	3202	0.78	1520733366
12341	3203	0.59	1520733366
12341	3204	0.107	1520733366
12341	3205	0.855	1520733366
12341	3206	-0.481	1520733366
12341	3207	-0.254	1520733366
12341	3208	-0.365	1520733366
12341	3209	-0.875	1520733366
12341	3210	0.362	1520733366
12341	3211	-0.118	1520733366
12341	3212	0.636	1520733366
12341	3213	-0.577	1520733366
12341	3214	-0.636	1520733366
12341	3215	0.282	1520733366
12341	3216	-0.349	1520733366
12341	3217	-0.499	1520733366
12341	3218	-0.701	1520733366
12341	3219	0.583	1520733366
12341	3220	0.816	1520733366
12341	3221	-0.683	1520733366
12341	3222	0.337	1520733366
12341	3223	-0.134	1520733366
12341	3224	-0.361	1520733366
12341	3225	0.483	1520733366
12341	3226	-0.727	1520733366
12341	3227	0.242	1520733366
12341	3228	-0.692	1520733366
12341	3229	0.634	1520733366
12341	3230	-0.221	1520733366
12341	3231	0.244	1520733366
12341	3232	-0.797	1520733366
12341	3233	0.465	1520733366
12341	3234	0.158	1520733366
12341	3235	-0.472	1520733366
12341	3236	0.76	1520733366
12341	3237	-0.505	1520733366
12341	3238	0.158	1520733366
12341	3239	-0.979	1520733366
12341	3240	0.431	1520733366
12341	3241	-0.237	1520733366
12341	3242	0.365	1520733366
12341	3243	-0.323	1520733366
12341	3244	-0.883	1520733366
12341	3245	-0.004	1520733366
12341	3246	-0.543	1520733366
12341	3247	-0.417	1520733366
12341	3248	0.691	1520733366
12341	3249	0.609	1520733366
12341	3250	0.972	1520733366
12341	3251	-0.436	1520733366
12341	3252	0.248	1520733366
12341	3253	-0.915	1520733366
12341	3254	-0.349	1520733366
12341	3255	-0.54	1520733366
12341	3256	0.335	1520733366
12341	3257	-0.14	1520733366
12341	3258	0.457	1520733366
12341	3259	0.597	1520733366
12341	3260	0.095	1520733366
12341	3261	-0.1	1520733366
12341	3262	0.545	1520733366
12341	3263	-0.065	1520733366
12341	3264	0.734	1520733366
12341	3265	0.75	1520733366
12341	3266	0.339	1520733366
12341	3267	0.885	1520733366
12341	3268	0.943	1520733366
12341	3269	-0.111	1520733366
12341	3270	0.572	1520733366
12341	3271	-0.906	1520733366
12341	3272	0.308	1520733366
12341	3273	-0.172	1520733366
12341	3274	-0.829	1520733366
12341	3275	0.087	1520733366
12341	3276	0.886	1520733366
