2123	300
2939	600
2329	773
2940	679
2941	475
2942	629
2943	652
2944	589
2945	790
2946	414
2947	444
2948	496
2949	510
2950	478
2951	619
2952	621
2953	574
2954	634
2955	684
2956	616
2957	628
2958	432
2959	491
2960	530
2961	666
2962	625
2963	485
2964	585
2965	600
2966	772
2967	677
2968	800
2969	437
2970	607
2971	480
2972	500
2973	766
2974	648
2975	449
2976	533
2977	425
2978	787
2979	526
2980	663
2981	555
2982	555
2983	402
2984	754
2985	554
2986	489
2987	449
2988	594
2989	686
2990	689
2991	717
2992	498
2993	799
2994	595
2995	786
2996	787
2997	747
2998	504
2999	782
3000	456
3001	647
3002	680
3003	690
3004	403
3005	658
3006	603
3007	521
3008	523
3009	773
3010	558
3011	692
3012	614
3013	694
3014	496
3015	595
3016	651
3017	435
3018	496
3019	565
3020	551
3021	581
3022	561
3023	634
3024	668
3025	499
3026	639
3027	718
3028	684
3029	675
3030	478
3031	540
3032	544
3033	652
3034	468
3035	780
3036	672
3037	705
3038	674
3039	733
3040	790
3041	766
3042	425
3043	767
3044	532
3045	648
3046	768
3047	732
3048	798
3049	447
3050	524
3051	460
3052	403
3053	619
3054	436
3055	710
3056	465
3057	608
3058	512
3059	581
3060	608
3061	605
3062	640
3063	593
3064	636
3065	622
3066	771
3067	509
3068	651
3069	787
3070	531
3071	793
3072	698
3073	765
3074	423
3075	729
3076	446
3077	734
3078	435
3079	554
3080	427
3081	730
3082	623
3083	583
3084	494
3085	665
3086	594
3087	600
3088	747
3089	441
3090	534
3091	545
3092	752
3093	697
3094	654
3095	597
3096	641
3097	713
3098	452
3099	508
3100	715
3101	675
3102	758
3103	464
3104	711
3105	581
3106	722
3107	714
3108	568
3109	411
3110	764
3111	633
3112	688
3113	423
3114	490
3115	567
3116	459
3117	609
3118	429
3119	408
3120	466
3121	751
3122	627
3123	405
3124	579
3125	460
3126	675
3127	456
3128	773
3129	553
3130	714
3131	425
3132	710
3133	679
3134	440
3135	513
3136	770
3137	447
3138	791
3139	421
3140	425
3141	497
3142	618
3143	617
3144	684
3145	626
3146	572
3147	429
3148	449
3149	662
3150	415
3151	547
3152	626
3153	480
3154	409
3155	770
3156	684
3157	449
3158	511
3159	541
3160	448
3161	690
3162	508
3163	716
3164	666
3165	716
3166	446
3167	717
3168	655
3169	738
3170	772
3171	467
3172	573
3173	506
3174	750
3175	765
3176	566
3177	445
3178	753
3179	452
3180	409
3181	699
3182	677
3183	406
3184	735
3185	502
3186	465
3187	490
3188	598
3189	788
3190	585
3191	535
3192	761
3193	440
3194	416
3195	686
3196	432
3197	453
3198	609
3199	524
3200	467
3201	487
3202	755
3203	649
3204	775
3205	428
3206	574
3207	577
3208	473
3209	715
3210	751
3211	474
3212	537
3213	524
3214	773
3215	511
3216	523
3217	800
3218	761
3219	452
3220	695
3221	403
3222	521
3223	464
3224	760
3225	487
3226	621
3227	528
3228	486
3229	464
3230	463
3231	758
3232	578
3233	777
3234	703
3235	704
3236	749
3237	708
3238	647
3239	776
3240	753
3241	706
3242	699
3243	410
3244	795
3245	456
3246	667
3247	529
3248	675
3249	653
3250	564
3251	529
3252	454
3253	772
3254	700
3255	539
3256	589
3257	472
3258	675
3259	581
3260	732
3261	761
3262	581
3263	553
3264	435
3265	410
3266	691
3267	658
3268	579
3269	745
3270	601
3271	790
3272	690
3273	706
3274	711
3275	454
3276	531
3277	420
3278	452
3279	777
3280	796
3281	708
3282	570
3283	729
3284	482
3285	785
3286	551
3287	789
3288	446
3289	677
3290	505
3291	647
3292	672
3293	549
3294	715
3295	540
3296	788
3297	430
3298	580
3299	707
3300	736
3301	775
3302	756
3303	688
3304	645
3305	582
3306	505
3307	644
3308	790
3309	737
3310	788
3311	508
3312	441
3313	765
3314	577
3315	449
3316	542
3317	590
3318	766
3319	689
3320	581
3321	621
3322	483
3323	738
3324	739
3325	641
3326	418
3327	780
3328	724
3329	740
3330	470
3331	559
3332	412
3333	439
3334	747
3335	796
3336	740
3337	518
3338	699
3339	464
3340	750
3341	624
3342	780
3343	781
3344	741
3345	579
3346	694
3347	610
3348	533
3349	414
3350	584
3351	755
3352	735
3353	429
3354	781
3355	449
3356	619
3357	593
3358	546
3359	702
3360	557
3361	763
3362	788
3363	557
3364	582
3365	428
3366	728
3367	570
3368	473
3369	404
3370	448
3371	685
3372	582
3373	436
3374	638
3375	790
3376	714
3377	799
3378	666
3379	587
3380	711
3381	692
3382	477
3383	506
3384	582
3385	666
3386	532
3387	566
3388	539
3389	531
3390	760
3391	756
3392	761
3393	537
3394	792
3395	459
3396	662
3397	581
3398	484
3399	795
3400	708
3401	612
3402	786
3403	498
3404	714
3405	655
3406	718
3407	799
3408	529
3409	701
3410	453
3411	646
3412	770
3413	526
3414	643
3415	748
3416	517
3417	441
3418	602
3419	728
3420	562
3421	743
3422	504
3423	728
3424	528
3425	554
3426	463
3427	583
3428	570
3429	448
3430	720
3431	781
3432	504
3433	538
3434	621
3435	410
3436	750
3437	692
3438	601
3439	662
3440	502
3441	607
3442	798
3443	798
3444	729
3445	604
3446	588
3447	608
3448	768
3449	409
3450	521
3451	543
3452	618
3453	498
3454	478
3455	572
3456	493
3457	481
3458	780
3459	769
3460	720
3461	691
3462	486
3463	702
3464	661
3465	796
3466	768
3467	516
3468	553
3469	540
3470	786
3471	654
3472	411
3473	511
3474	718
3475	676
3476	657
3477	670
3478	598
3479	479
3480	785
3481	444
3482	619
3483	435
3484	550
3485	758
3486	566
3487	402
3488	508
3489	751
3490	768
3491	784
3492	483
3493	496
3494	410
3495	673
3496	471
3497	532
3498	675
3499	754
3500	404
3501	604
3502	750
3503	526
3504	443
3505	796
3506	509
3507	657
3508	658
3509	532
3510	795
3511	661
3512	748
3513	705
3514	760
3515	532
3516	484
3517	611
3518	474
3519	655
3520	599
3521	417
3522	597
3523	466
3524	581
3525	639
3526	603
3527	516
3528	681
3529	752
3530	752
3531	682
3532	604
3533	433
3534	586
3535	734
3536	703
3537	794
3538	754
3539	528
3540	671
3541	417
3542	741
3543	588
3544	771
3545	452
3546	617
3547	736
3548	620
3549	493
3550	658
3551	785
3552	772
3553	733
3554	437
3555	479
3556	611
3557	519
3558	584
3559	416
3560	443
3561	401
3562	568
3563	442
3564	662
3565	775
3566	401
3567	718
3568	767
3569	633
3570	682
3571	690
3572	458
3573	552
3574	738
3575	569
3576	728
3577	746
3578	787
3579	574
3580	455
3581	666
3582	553
3583	711
3584	605
3585	483
3586	551
3587	735
3588	701
3589	518
3590	440
3591	634
3592	453
3593	668
3594	797
3595	749
3596	602
3597	431
3598	658
3599	790
3600	559
3601	466
3602	533
3603	525
3604	729
3605	765
3606	621
3607	575
3608	533
3609	611
3610	534
3611	737
3612	633
3613	616
3614	650
3615	609
3616	460
3617	619
3618	544
3619	720
3620	519
3621	406
3622	562
3623	769
3624	778
3625	413
3626	692
3627	725
3628	601
3629	762
3630	637
3631	712
3632	721
3633	456
3634	549
3635	751
3636	481
3637	421
3638	511
3639	755
3640	546
3641	462
3642	468
3643	794
3644	442
3645	676
3646	461
3647	758
3648	413
3649	749
3650	729
3651	778
3652	487
3653	724
3654	600
3655	780
3656	422
3657	565
3658	550
3659	406
3660	495
3661	499
3662	432
3663	556
3664	671
3665	400
3666	748
3667	548
3668	616
3669	466
3670	699
3671	620
3672	673
3673	643
3674	675
3675	490
3676	746
3677	532
3678	662
3679	401
3680	574
3681	450
3682	404
3683	691
3684	668
3685	407
3686	745
3687	446
3688	551
3689	683
3690	539
3691	699
3692	520
3693	683
3694	610
3695	567
3696	735
3697	523
3698	470
3699	769
3700	738
3701	656
3702	486
3703	537
3704	417
3705	613
3706	732
3707	722
3708	433
3709	741
3710	542
3711	627
3712	557
3713	526
3714	720
3715	486
3716	470
3717	486
3718	728
3719	463
3720	640
3721	535
3722	554
3723	709
3724	677
3725	514
3726	572
3727	573
3728	400
3729	743
3730	495
3731	797
3732	656
3733	688
3734	720
3735	767
3736	660
3737	458
3738	588
3739	403
3740	683
3741	591
3742	764
3743	602
3744	743
3745	748
3746	699
3747	633
3748	660
3749	407
3750	502
3751	462
3752	478
3753	797
3754	643
3755	418
3756	570
3757	550
3758	792
3759	410
3760	400
3761	525
3762	440
3763	515
3764	779
3765	770
3766	595
3767	491
3768	547
3769	441
3770	730
3771	789
3772	450
3773	702
3774	643
3775	585
3776	599
3777	735
3778	679
3779	480
3780	644
3781	631
3782	698
3783	654
3784	571
3785	737
3786	529
3787	597
3788	516
3789	476
3790	612
3791	577
3792	771
3793	484
3794	728
3795	544
3796	600
3797	522
3798	504
3799	649
3800	563
3801	618
3802	425
3803	745
3804	521
3805	759
3806	538
3807	518
3808	471
3809	565
3810	668
3811	507
3812	642
3813	500
3814	457
3815	743
3816	726
3817	690
3818	532
3819	707
3820	401
3821	473
3822	668
3823	606
3824	505
3825	484
3826	461
3827	497
3828	782
3829	507
3830	642
3831	627
3832	792
3833	763
3834	571
3835	422
3836	487
3837	747
3838	636
3839	718
3840	698
3841	537
3842	641
3843	689
3844	743
3845	562
3846	708
3847	728
3848	681
3849	674
3850	602
3851	406
3852	496
3853	577
3854	418
3855	585
3856	602
3857	534
3858	522
3859	575
3860	551
3861	745
3862	555
3863	429
3864	601
3865	687
3866	434
3867	782
3868	501
3869	788
3870	619
3871	413
3872	515
3873	415
3874	657
3875	602
3876	762
3877	689
3878	794
3879	779
3880	772
3881	410
3882	470
3883	501
3884	486
3885	732
3886	436
3887	632
3888	743
3889	666
3890	541
3891	713
3892	624
3893	435
3894	554
3895	462
3896	670
3897	502
3898	705
3899	721
3900	800
3901	647
3902	450
3903	475
3904	682
3905	513
3906	487
3907	431
3908	501
3909	719
3910	448
3911	519
3912	651
3913	418
3914	790
3915	543
3916	710
3917	688
3918	435
3919	670
3920	779
3921	680
3922	513
3923	539
3924	404
3925	590
3926	533
3927	650
3928	516
3929	474
3930	650
3931	589
3932	751
3933	712
3934	752
3935	477
3936	485
3937	688
3938	471
3939	674
3940	426
3941	603
3942	688
3943	754
3944	601
3945	681
3946	708
3947	600
3948	692
3949	545
3950	731
3951	439
3952	579
3953	500
3954	593
3955	422
3956	593
3957	691
3958	705
3959	799
3960	465
3961	421
3962	648
3963	564
3964	642
3965	436
3966	704
3967	608
3968	433
3969	487
3970	444
3971	642
3972	789
3973	551
3974	715
3975	479
3976	544
3977	482
3978	666
3979	636
3980	525
3981	699
3982	786
3983	769
3984	571
3985	735
3986	525
3987	749
3988	711
3989	504
3990	652
3991	688
3992	672
3993	602
3994	406
3995	792
3996	606
3997	431
3998	702
3999	665
4000	590
4001	597
4002	584
4003	430
4004	631
4005	614
4006	626
4007	763
4008	796
4009	737
4010	788
4011	732
4012	531
4013	575
4014	433
4015	624
4016	578
4017	641
4018	495
4019	774
4020	795
4021	431
4022	778
4023	406
4024	472
4025	582
4026	549
4027	502
4028	404
4029	454
4030	639
4031	558
4032	695
4033	501
4034	628
4035	453
4036	725
4037	705
4038	594
4039	600
4040	519
4041	590
4042	612
4043	767
4044	756
4045	605
4046	600
4047	741
4048	753
4049	674
4050	751
4051	499
4052	414
4053	782
4054	430
4055	749
4056	750
4057	600
4058	792
4059	691
4060	675
4061	706
4062	579
4063	590
4064	616
4065	792
4066	467
4067	417
4068	464
4069	460
4070	573
4071	754
4072	595
4073	649
4074	791
4075	639
4076	539
4077	443
4078	670
4079	531
4080	531
4081	727
4082	641
4083	530
4084	741
4085	442
4086	442
4087	535
4088	640
4089	710
4090	430
4091	763
4092	676
4093	621
4094	527
4095	731
4096	434
4097	551
4098	529
4099	736
4100	557
4101	671
4102	665
4103	594
4104	564
4105	766
4106	401
4107	479
4108	624
4109	610
4110	677
4111	766
4112	528
4113	787
4114	584
4115	708
4116	582
4117	768
4118	684
4119	636
4120	452
4121	763
4122	682
4123	516
4124	478
4125	764
4126	609
4127	508
4128	719
4129	722
4130	488
4131	405
4132	690
4133	697
4134	528
4135	613
4136	435
4137	502
4138	724
4139	568
4140	760
4141	510
4142	528
4143	419
4144	551
4145	627
4146	698
4147	595
4148	528
4149	590
4150	475
4151	420
4152	414
4153	754
4154	707
4155	707
4156	444
4157	696
4158	542
4159	753
4160	623
4161	800
4162	483
4163	617
4164	402
4165	579
4166	582
4167	559
4168	754
4169	523
4170	431
4171	690
4172	790
4173	746
4174	433
4175	466
4176	564
4177	753
4178	645
4179	672
4180	639
4181	542
4182	478
4183	703
4184	508
4185	729
4186	451
4187	587
4188	686
4189	564
4190	679
4191	417
4192	461
4193	601
4194	491
4195	694
4196	466
4197	555
4198	573
4199	731
4200	580
4201	474
4202	633
4203	610
4204	600
4205	608
4206	435
4207	515
4208	487
4209	684
4210	672
4211	758
4212	486
4213	532
4214	756
4215	434
4216	639
4217	476
4218	459
4219	692
4220	413
4221	770
4222	594
4223	677
4224	519
4225	616
4226	526
4227	500
4228	624
4229	580
4230	731
4231	511
4232	754
4233	453
4234	635
4235	547
4236	773
4237	430
4238	776
4239	596
4240	759
4241	731
4242	579
4243	436
4244	657
4245	587
4246	695
4247	711
4248	441
4249	406
4250	776
4251	776
4252	556
4253	734
4254	686
4255	734
4256	738
4257	580
4258	462
4259	630
4260	435
4261	430
4262	682
4263	550
4264	464
4265	532
4266	501
4267	770
4268	548
4269	648
4270	771
4271	470
4272	761
4273	493
4274	656
4275	691
4276	616
4277	571
4278	414
4279	741
4280	417
4281	669
4282	726
4283	471
4284	516
4285	742
4286	676
4287	779
4288	575
4289	784
4290	676
4291	450
4292	614
4293	486
4294	406
4295	473
4296	429
4297	591
4298	633
4299	637
4300	650
4301	798
4302	619
4303	456
4304	402
4305	572
4306	505
4307	591
4308	471
4309	501
4310	771
4311	644
4312	547
4313	439
4314	475
4315	637
4316	521
4317	586
4318	755
4319	693
4320	493
4321	502
4322	637
4323	607
4324	751
4325	679
4326	541
4327	663
4328	659
4329	529
4330	734
4331	463
4332	731
4333	756
4334	426
4335	612
4336	697
4337	583
4338	734
4339	419
4340	789
4341	615
4342	432
4343	729
4344	763
4345	589
4346	634
4347	636
4348	609
4349	444
4350	505
4351	562
4352	630
4353	472
4354	410
4355	489
4356	419
4357	709
4358	427
4359	488
4360	558
4361	767
4362	466
4363	597
4364	611
4365	563
4366	684
4367	746
4368	497
4369	648
4370	645
4371	651
4372	631
4373	569
4374	462
4375	710
4376	629
4377	786
4378	438
4379	564
4380	584
4381	593
4382	548
4383	728
4384	424
4385	453
4386	614
4387	502
4388	639
4389	481
4390	752
4391	636
4392	572
4393	499
4394	534
4395	423
4396	538
4397	574
4398	420
4399	720
4400	696
4401	671
4402	410
4403	459
4404	666
4405	701
4406	609
4407	586
4408	648
4409	754
4410	796
4411	786
4412	520
4413	616
4414	652
4415	585
4416	409
4417	738
4418	697
4419	556
4420	776
4421	583
4422	741
4423	559
4424	737
4425	510
4426	440
4427	477
4428	739
4429	530
4430	423
4431	598
4432	623
4433	571
4434	705
4435	514
4436	694
4437	609
4438	520
4439	470
4440	425
4441	408
4442	409
4443	446
4444	485
4445	524
4446	533
4447	569
4448	589
4449	476
4450	565
4451	683
4452	617
4453	633
4454	654
4455	428
4456	568
4457	420
4458	570
4459	645
4460	791
4461	647
4462	775
4463	409
4464	659
4465	483
4466	707
4467	778
4468	676
4469	491
4470	712
4471	633
4472	645
4473	584
4474	420
4475	800
4476	755
4477	638
4478	658
4479	621
4480	516
4481	519
4482	780
4483	531
4484	544
4485	450
4486	626
4487	418
4488	562
4489	722
4490	678
4491	502
4492	768
4493	744
4494	447
4495	538
4496	549
4497	514
4498	770
4499	474
4500	482
4501	592
4502	637
4503	542
4504	681
4505	519
4506	750
4507	528
4508	676
4509	443
4510	640
4511	698
4512	620
4513	641
4514	589
4515	693
4516	451
4517	677
4518	749
4519	771
4520	549
4521	504
4522	701
4523	513
4524	537
4525	534
4526	501
4527	518
4528	453
4529	628
4530	700
4531	491
4532	779
4533	701
4534	499
4535	407
4536	650
4537	564
4538	782
4539	677
4540	774
4541	773
4542	661
4543	694
4544	442
4545	556
4546	656
4547	505
4548	508
4549	480
4550	621
4551	746
4552	486
4553	632
4554	703
4555	651
4556	556
4557	767
4558	644
4559	494
4560	437
4561	782
4562	597
4563	794
4564	616
4565	781
4566	764
4567	691
4568	620
4569	754
4570	485
4571	409
4572	585
4573	706
4574	516
4575	656
4576	694
4577	580
4578	592
4579	447
4580	411
4581	476
4582	451
4583	613
4584	442
4585	567
4586	485
4587	499
4588	572
4589	631
4590	450
4591	463
4592	796
4593	676
4594	433
4595	775
4596	735
4597	567
4598	656
4599	611
4600	637
4601	799
4602	404
4603	739
4604	591
4605	441
4606	641
4607	776
4608	486
4609	609
4610	739
4611	655
4612	478
4613	496
4614	638
4615	665
4616	477
4617	713
4618	553
4619	409
4620	431
4621	636
4622	573
4623	580
4624	726
4625	739
4626	606
4627	653
4628	703
4629	564
4630	774
4631	515
4632	558
4633	690
4634	777
4635	647
4636	449
4637	629
4638	647
4639	481
4640	522
4641	722
4642	558
4643	500
4644	664
4645	588
4646	400
4647	606
4648	705
4649	419
4650	485
4651	618
4652	553
4653	496
4654	777
4655	526
4656	439
4657	502
4658	500
4659	769
4660	506
4661	660
4662	438
4663	530
4664	617
4665	516
4666	661
4667	769
4668	630
4669	598
4670	511
4671	538
4672	587
4673	790
4674	543
4675	670
4676	651
4677	667
4678	609
4679	454
4680	522
4681	547
4682	744
4683	602
4684	698
4685	458
4686	750
4687	450
4688	664
4689	609
4690	684
4691	708
4692	616
4693	477
4694	567
4695	433
4696	632
4697	482
4698	404
4699	638
4700	702
4701	779
4702	639
4703	625
4704	777
4705	455
4706	501
4707	431
4708	781
4709	785
4710	712
4711	517
4712	555
4713	678
4714	728
4715	411
4716	720
4717	533
4718	500
4719	646
4720	785
4721	514
